age,job,marital,education,default,balance,housing,loan,day,month,duration
18,student,single,secondary,no,5,no,no,24,aug,143
45,blue-collar,married,secondary,no,2071,no,yes,22,jul,1148
41,technician,married,secondary,no,0,no,no,28,jan,411
34,technician,married,tertiary,no,932,yes,no,4,jun,218
46,services,married,secondary,no,-119,yes,no,22,jul,151
38,technician,married,secondary,no,381,yes,no,29,may,126
23,services,married,secondary,no,1309,yes,no,3,jun,349
73,retired,married,primary,no,542,no,no,29,apr,107
41,technician,married,unknown,no,30,yes,no,10,jul,151
43,management,single,tertiary,no,0,no,no,11,aug,155
51,management,married,tertiary,no,-15,no,no,25,jul,212
45,services,married,unknown,no,318,no,no,16,jul,63
47,housemaid,divorced,primary,no,1405,no,no,12,jun,127
35,blue-collar,married,tertiary,no,5271,yes,no,14,apr,119
38,admin.,divorced,secondary,no,-51,no,yes,30,jan,102
31,management,married,tertiary,no,3914,no,yes,29,jan,266
49,entrepreneur,married,tertiary,no,4976,yes,no,21,nov,105
29,blue-collar,single,secondary,no,16,no,no,12,may,197
39,admin.,married,secondary,no,1595,yes,no,5,jun,102
41,entrepreneur,married,tertiary,no,306,yes,no,20,jun,102
34,blue-collar,single,secondary,no,215,no,no,5,jun,329
39,management,single,tertiary,no,0,yes,no,12,may,561
78,retired,divorced,unknown,no,2628,no,no,14,apr,129
33,management,married,tertiary,no,1778,no,no,26,may,134
59,retired,married,primary,no,1423,yes,no,15,may,584
52,management,married,tertiary,no,659,no,no,23,jul,517
35,entrepreneur,married,tertiary,no,-31,yes,no,21,nov,171
43,admin.,married,secondary,yes,-204,yes,no,26,may,163
43,technician,single,secondary,no,1462,no,no,9,jun,75
36,blue-collar,married,secondary,no,723,yes,no,31,jul,101
36,admin.,single,tertiary,no,3954,yes,no,21,may,432
45,unemployed,single,secondary,no,33,no,no,5,feb,437
47,management,married,primary,no,4151,yes,no,14,may,114
38,admin.,divorced,secondary,yes,0,no,yes,21,jul,126
45,entrepreneur,married,tertiary,no,219,yes,yes,28,jul,118
33,technician,married,tertiary,no,2728,no,no,5,aug,295
38,management,divorced,tertiary,no,76,no,no,30,jan,220
36,technician,married,tertiary,no,4388,no,no,8,aug,52
38,blue-collar,married,secondary,no,-210,yes,no,8,may,21
34,self-employed,married,tertiary,no,2427,no,no,11,aug,90
32,admin.,single,secondary,no,45,yes,yes,14,may,908
49,technician,married,secondary,yes,-74,yes,no,19,nov,114
37,management,single,tertiary,no,2173,no,no,21,nov,158
47,technician,divorced,tertiary,no,8422,no,no,8,aug,200
28,self-employed,married,tertiary,no,120,yes,yes,8,may,130
29,admin.,divorced,secondary,no,1320,yes,yes,8,may,489
30,services,single,secondary,no,245,no,yes,8,jul,187
34,admin.,divorced,primary,no,9569,yes,no,9,may,43
39,technician,single,unknown,no,0,yes,no,7,may,130
26,blue-collar,married,secondary,no,2770,yes,no,8,may,141
38,technician,divorced,secondary,no,1221,yes,yes,18,aug,73
47,admin.,married,secondary,no,298,yes,no,11,may,183
61,management,married,secondary,no,967,no,no,20,aug,180
35,technician,married,secondary,no,0,no,no,14,jul,125
34,admin.,married,secondary,no,0,yes,no,9,feb,30
34,entrepreneur,married,secondary,no,1368,yes,no,18,nov,252
56,technician,single,secondary,no,751,yes,no,15,may,43
47,services,married,secondary,no,2597,yes,no,16,may,323
36,unemployed,married,secondary,no,-35,no,no,30,jan,339
43,technician,married,secondary,no,629,no,no,5,aug,196
51,admin.,married,primary,no,1330,yes,no,15,may,415
40,technician,single,secondary,no,277,yes,no,14,may,274
38,services,married,tertiary,no,1018,no,no,16,jun,325
34,management,married,tertiary,no,11,yes,no,17,jul,654
47,self-employed,married,tertiary,no,0,no,no,21,nov,28
57,entrepreneur,married,secondary,no,905,no,no,7,aug,121
35,technician,married,secondary,no,15474,no,no,21,nov,89
45,management,married,tertiary,no,54,yes,no,13,may,107
55,unemployed,married,secondary,no,-246,no,yes,8,jul,305
54,management,married,secondary,no,0,no,no,19,nov,106
39,services,married,primary,no,1951,yes,no,23,may,208
58,services,married,primary,no,65,no,no,27,jun,162
31,admin.,married,secondary,no,368,yes,no,5,may,414
35,blue-collar,married,primary,no,51,yes,no,28,may,593
45,technician,married,secondary,no,3492,yes,yes,20,jun,46
44,admin.,divorced,secondary,no,21,yes,no,13,apr,681
57,blue-collar,married,primary,no,8403,no,no,20,jun,11
41,technician,married,secondary,no,978,no,no,29,jul,55
42,blue-collar,married,secondary,no,165,yes,no,23,may,333
49,technician,single,unknown,no,350,no,no,28,jan,91
52,self-employed,divorced,secondary,no,385,no,yes,26,aug,96
57,blue-collar,married,secondary,no,2058,yes,no,18,may,23
29,management,single,tertiary,no,-11,yes,no,14,may,164
34,blue-collar,single,primary,no,505,yes,no,13,may,351
36,management,married,tertiary,no,-547,yes,no,30,apr,267
39,management,married,tertiary,no,562,no,no,13,sep,303
53,blue-collar,divorced,primary,no,4222,no,no,9,jun,112
40,services,married,secondary,no,105,yes,no,9,jul,161
38,services,single,secondary,no,0,yes,no,27,may,166
34,admin.,single,secondary,no,66,yes,no,26,may,237
40,services,married,secondary,no,0,yes,yes,2,feb,226
39,management,married,secondary,no,13578,yes,no,21,nov,185
51,technician,single,tertiary,no,11222,yes,no,21,nov,126
33,admin.,married,secondary,no,1737,no,no,30,apr,524
59,management,divorced,tertiary,no,59,yes,no,5,may,273
30,technician,single,secondary,no,54,no,no,11,aug,194
61,technician,married,primary,no,2282,no,no,25,nov,1092
24,admin.,married,secondary,no,299,yes,no,6,may,209
36,management,married,tertiary,no,396,no,no,13,aug,67
34,technician,single,tertiary,no,184,yes,no,30,jul,87
47,blue-collar,married,primary,no,475,yes,yes,29,jan,99
40,technician,married,secondary,no,-496,no,no,28,jul,22
46,technician,divorced,secondary,no,117,no,no,29,aug,94
32,management,married,tertiary,no,713,yes,no,11,aug,76
39,management,married,tertiary,no,45,no,no,28,aug,148
35,management,single,tertiary,no,1496,yes,no,22,aug,73
37,services,single,primary,no,0,no,yes,6,feb,155
45,technician,married,unknown,no,886,yes,no,13,oct,75
38,blue-collar,married,primary,no,4592,yes,no,12,may,360
52,technician,married,secondary,no,-38,no,no,6,jun,613
28,blue-collar,single,primary,no,431,yes,no,13,may,68
35,management,single,tertiary,no,-292,yes,no,18,may,166
45,technician,married,secondary,no,2571,no,no,18,jun,146
33,management,single,tertiary,no,191,no,yes,3,feb,678
42,technician,divorced,secondary,no,1689,yes,no,31,jul,50
23,student,single,secondary,no,8494,no,no,25,aug,158
49,entrepreneur,divorced,secondary,no,159,yes,no,13,may,95
52,technician,married,tertiary,no,7,no,yes,5,may,175
27,management,single,secondary,no,35,no,no,4,jul,255
34,management,married,secondary,no,1007,yes,no,21,jul,240
31,technician,married,secondary,no,106,yes,no,13,may,101
45,admin.,married,secondary,no,0,yes,no,18,nov,108
32,admin.,married,secondary,no,0,no,no,23,may,206
51,blue-collar,married,primary,no,216,yes,no,17,apr,666
56,management,married,tertiary,no,746,no,no,30,apr,193
44,admin.,married,secondary,no,764,yes,no,3,sep,232
41,blue-collar,married,secondary,no,193,yes,no,29,may,130
54,self-employed,married,tertiary,no,368,no,no,31,jul,7
31,technician,single,secondary,no,205,yes,no,3,jun,342
25,admin.,single,secondary,no,96,yes,no,9,may,176
50,technician,divorced,secondary,no,8016,no,no,17,jul,903
41,entrepreneur,married,tertiary,no,221,yes,no,14,may,57
33,unemployed,single,tertiary,no,157,yes,no,26,may,897
49,blue-collar,married,primary,no,4830,yes,no,6,jun,350
34,technician,single,tertiary,no,1039,no,no,11,aug,342
60,retired,married,primary,no,71,no,no,10,jul,121
45,admin.,married,secondary,no,1214,yes,no,2,feb,150
40,self-employed,married,secondary,no,0,no,no,19,jun,61
50,admin.,divorced,secondary,no,0,yes,no,20,jun,174
27,management,single,secondary,no,116,yes,no,6,feb,138
53,technician,married,secondary,no,100,no,no,13,aug,205
31,services,single,secondary,no,91,yes,no,18,may,111
24,blue-collar,single,secondary,no,-398,yes,no,18,may,14
68,retired,married,tertiary,no,2820,no,no,5,mar,158
27,services,single,secondary,no,223,yes,yes,13,may,297
46,management,single,tertiary,no,2278,no,no,12,aug,218
23,technician,single,secondary,no,-782,yes,yes,19,jun,197
76,retired,married,unknown,no,8919,no,no,28,jan,231
48,entrepreneur,married,secondary,no,104,yes,yes,18,nov,55
60,management,married,tertiary,no,3387,no,no,14,aug,636
46,entrepreneur,married,secondary,no,0,no,yes,18,jul,115
36,admin.,single,secondary,no,449,yes,no,20,jun,136
30,technician,single,secondary,no,4787,yes,no,18,nov,266
33,management,single,tertiary,no,1240,yes,no,4,feb,505
36,admin.,single,secondary,no,191,yes,no,25,jul,18
44,blue-collar,married,tertiary,no,2185,yes,no,16,may,698
36,admin.,single,secondary,no,0,yes,no,21,nov,139
44,technician,married,secondary,no,2857,no,no,5,aug,318
70,retired,married,primary,no,3782,no,no,16,mar,618
48,technician,divorced,tertiary,no,83,no,yes,19,aug,243
52,management,married,tertiary,no,6,no,no,19,oct,57
34,admin.,single,secondary,no,88,yes,no,27,may,169
35,technician,married,secondary,no,294,yes,no,15,jun,238
54,entrepreneur,married,tertiary,no,84,no,no,29,jul,34
47,technician,divorced,secondary,no,84,no,no,8,aug,49
38,blue-collar,married,secondary,no,602,yes,no,30,may,161
41,management,divorced,secondary,no,0,no,no,6,aug,438
28,blue-collar,married,secondary,no,-470,yes,no,7,may,275
58,services,married,secondary,no,-37,no,yes,6,feb,150
59,admin.,married,secondary,no,2145,no,no,17,nov,273
32,management,married,tertiary,no,937,no,no,26,may,61
55,blue-collar,married,secondary,no,2059,yes,no,11,may,149
38,blue-collar,married,secondary,no,3598,no,no,6,jun,154
40,blue-collar,married,primary,no,1206,no,yes,16,jul,201
45,entrepreneur,divorced,tertiary,no,1273,yes,yes,20,nov,206
42,entrepreneur,married,secondary,no,46,no,no,2,feb,1013
53,self-employed,married,secondary,no,534,yes,no,29,jul,115
32,technician,married,secondary,no,-300,no,no,28,aug,226
55,housemaid,married,primary,no,4,no,no,21,nov,85
54,services,married,unknown,no,386,no,yes,19,nov,74
46,blue-collar,married,secondary,no,-396,no,yes,4,aug,115
39,management,married,tertiary,no,0,yes,no,11,may,112
36,management,divorced,tertiary,no,14930,no,no,23,jul,190
44,management,married,tertiary,no,-600,yes,no,18,aug,360
28,student,single,tertiary,no,3733,yes,no,21,aug,419
36,admin.,married,secondary,no,465,yes,no,20,may,160
43,technician,married,secondary,no,994,yes,yes,5,may,51
25,blue-collar,married,secondary,no,758,yes,no,28,may,504
31,management,married,tertiary,no,256,yes,no,7,jul,28
60,retired,married,tertiary,no,3461,no,no,3,feb,128
29,technician,divorced,secondary,no,124,no,no,27,may,125
46,services,divorced,secondary,no,355,yes,no,8,may,122
31,management,married,tertiary,no,1514,no,no,12,aug,284
31,management,married,tertiary,no,40,no,no,2,feb,118
45,blue-collar,married,unknown,no,-320,yes,no,28,may,204
60,retired,married,primary,no,566,no,yes,23,jul,423
50,housemaid,married,secondary,no,388,no,no,8,jun,152
34,management,married,tertiary,no,577,yes,no,20,apr,243
33,admin.,married,secondary,no,17,yes,no,13,may,74
57,housemaid,married,primary,no,260,yes,no,16,may,38
38,self-employed,divorced,secondary,no,0,yes,no,20,apr,84
42,management,married,tertiary,no,1823,yes,no,13,may,31
54,self-employed,married,primary,no,1463,no,no,20,jun,60
46,services,divorced,unknown,no,3390,no,no,20,jun,152
59,management,married,primary,no,2769,yes,no,19,nov,104
38,self-employed,married,secondary,no,215,yes,no,20,nov,70
49,technician,married,secondary,no,12531,no,no,13,aug,77
49,technician,married,tertiary,no,80,no,no,17,jul,123
30,technician,divorced,tertiary,no,317,yes,no,25,jul,67
52,self-employed,single,primary,no,217,no,yes,15,jul,193
38,admin.,married,secondary,no,4874,no,no,6,jun,1291
44,admin.,single,secondary,no,275,yes,no,14,may,7
39,management,married,primary,no,738,yes,yes,18,jul,215
38,admin.,married,secondary,no,1839,no,no,23,may,63
36,technician,divorced,secondary,no,556,yes,no,18,nov,154
32,services,married,secondary,no,207,yes,no,23,may,360
57,admin.,divorced,secondary,no,-461,yes,yes,4,jun,145
45,blue-collar,married,primary,no,789,no,yes,29,jan,79
43,management,divorced,tertiary,no,1133,yes,no,5,may,131
42,admin.,single,secondary,no,4253,yes,no,13,may,146
58,retired,married,secondary,no,255,no,no,28,may,362
53,unemployed,married,secondary,no,582,yes,no,8,may,96
30,technician,married,secondary,no,743,no,no,29,jan,142
40,blue-collar,married,primary,no,570,yes,no,12,may,109
35,admin.,married,secondary,no,786,no,yes,25,jul,322
34,services,married,secondary,no,295,yes,yes,4,jul,64
35,management,married,tertiary,no,2583,no,no,19,nov,210
28,blue-collar,single,secondary,no,1285,no,no,30,jan,199
39,technician,single,secondary,no,287,yes,no,14,jul,84
51,admin.,married,primary,no,658,yes,no,14,may,369
29,blue-collar,married,secondary,no,246,yes,no,28,jul,194
44,entrepreneur,married,tertiary,no,3463,yes,yes,28,aug,210
32,blue-collar,divorced,unknown,no,291,yes,yes,27,jun,120
28,admin.,single,secondary,no,19,no,no,8,jul,78
53,blue-collar,married,secondary,no,5700,yes,no,14,may,97
81,retired,divorced,unknown,no,0,no,no,16,oct,128
33,blue-collar,married,secondary,no,-346,yes,yes,23,may,29
37,entrepreneur,married,tertiary,yes,-456,yes,yes,20,jun,42
37,technician,married,secondary,no,5953,no,no,5,aug,1113
35,technician,single,secondary,no,1693,yes,no,26,may,58
30,admin.,married,secondary,no,350,no,yes,9,jul,171
43,blue-collar,married,primary,no,-181,yes,no,17,apr,351
45,retired,divorced,secondary,no,1735,no,yes,17,jun,306
34,blue-collar,married,secondary,no,157,yes,no,11,jul,254
40,admin.,married,secondary,no,67,no,yes,19,nov,359
60,admin.,married,primary,no,-444,no,yes,16,jul,227
54,self-employed,married,primary,no,0,no,yes,9,jul,130
39,blue-collar,married,secondary,no,171,yes,yes,8,may,153
44,admin.,married,secondary,no,262,yes,no,9,jul,74
32,technician,married,tertiary,no,0,yes,no,19,nov,231
34,blue-collar,married,secondary,no,965,yes,no,20,apr,372
44,management,married,tertiary,no,0,no,no,13,may,27
30,management,single,tertiary,no,6392,yes,no,5,may,335
47,unknown,married,unknown,no,194,no,no,4,aug,108
74,retired,divorced,primary,no,2308,no,no,16,sep,251
27,admin.,married,secondary,no,941,yes,no,11,jul,124
34,housemaid,divorced,primary,no,46,yes,no,11,jul,31
52,housemaid,divorced,secondary,no,131,yes,yes,11,may,87
32,services,married,secondary,no,1844,yes,yes,3,feb,158
42,admin.,married,secondary,no,281,yes,no,15,may,118
31,technician,single,secondary,no,109,yes,no,21,may,419
31,technician,divorced,secondary,no,268,no,no,16,may,118
31,admin.,married,secondary,no,298,yes,yes,26,may,518
57,entrepreneur,married,secondary,yes,-525,no,yes,25,jul,337
40,management,married,primary,no,738,yes,yes,2,apr,399
23,blue-collar,married,secondary,no,94,yes,no,5,may,193
43,management,divorced,unknown,no,7702,no,no,1,sep,108
45,admin.,divorced,unknown,no,857,no,no,8,jul,49
58,technician,divorced,secondary,no,-354,yes,yes,7,jul,98
38,blue-collar,married,unknown,no,0,yes,no,2,apr,477
48,admin.,married,secondary,no,112,no,no,18,aug,139
47,technician,divorced,secondary,no,5735,no,no,19,jun,282
49,technician,divorced,tertiary,no,1807,yes,no,2,jun,225
28,blue-collar,single,primary,no,-30,yes,no,31,jul,108
31,student,single,secondary,no,216,no,no,3,jun,138
38,technician,married,tertiary,no,127,yes,no,14,oct,113
43,blue-collar,married,secondary,no,1096,no,yes,30,may,180
52,management,married,secondary,no,5193,no,no,23,apr,477
43,admin.,single,secondary,no,6,no,no,16,may,244
29,blue-collar,married,secondary,no,339,yes,no,15,may,63
45,services,married,secondary,no,0,no,no,11,jul,106
59,blue-collar,married,primary,no,625,no,no,9,jul,133
48,blue-collar,married,secondary,no,3776,no,no,4,may,254
30,management,married,tertiary,no,1239,no,no,28,aug,125
23,housemaid,single,primary,no,93,yes,no,18,may,70
38,technician,divorced,tertiary,no,304,yes,no,20,apr,8
52,blue-collar,married,primary,no,1409,yes,no,19,jun,224
44,services,married,secondary,no,191,yes,yes,7,may,490
34,blue-collar,single,secondary,no,79,no,yes,20,nov,104
32,blue-collar,married,secondary,no,2263,no,no,7,may,113
41,technician,married,secondary,no,10438,yes,no,15,jul,141
31,admin.,single,secondary,no,81,yes,no,23,apr,215
40,management,married,tertiary,no,964,yes,no,13,may,95
52,blue-collar,divorced,primary,no,0,no,no,20,nov,19
32,services,married,secondary,no,3839,yes,no,18,nov,100
26,admin.,single,secondary,no,586,yes,yes,12,may,215
29,management,single,tertiary,no,600,yes,no,18,oct,170
31,management,married,tertiary,no,1343,yes,yes,21,may,85
48,blue-collar,married,unknown,no,113,no,no,11,aug,104
27,blue-collar,single,secondary,no,240,yes,no,18,may,166
30,blue-collar,married,secondary,no,194,yes,no,8,may,475
28,blue-collar,married,primary,no,278,yes,yes,15,may,31
35,blue-collar,married,secondary,no,260,yes,no,13,may,155
47,technician,divorced,secondary,no,1013,no,no,15,jun,54
35,blue-collar,married,primary,no,0,yes,no,8,may,265
31,technician,married,secondary,no,2363,yes,no,13,may,247
53,blue-collar,married,secondary,no,913,yes,no,23,jul,730
26,technician,single,tertiary,no,686,yes,no,30,may,98
35,technician,married,secondary,no,149,yes,no,29,jan,99
29,admin.,married,secondary,no,500,yes,no,8,may,8
39,technician,married,tertiary,no,11766,yes,no,14,aug,313
31,technician,single,secondary,no,137,no,no,27,aug,27
48,management,single,tertiary,no,0,no,no,18,jun,96
36,management,single,tertiary,no,335,no,no,10,oct,5
27,admin.,married,secondary,no,16,yes,no,3,feb,54
49,admin.,married,secondary,no,0,no,no,22,aug,115
34,technician,single,tertiary,no,9851,yes,no,20,nov,128
28,services,single,secondary,no,525,no,no,23,jul,81
49,technician,married,secondary,no,788,no,no,17,jun,162
35,blue-collar,married,tertiary,no,1016,yes,no,17,jul,294
53,housemaid,divorced,secondary,no,292,no,no,12,jun,92
58,retired,single,primary,no,999,no,no,25,jul,188
37,blue-collar,married,secondary,no,2870,yes,no,6,jun,94
27,admin.,single,tertiary,no,689,no,no,26,jan,98
30,services,single,secondary,no,-100,yes,yes,15,may,292
35,blue-collar,married,unknown,no,1084,yes,no,10,jul,1019
32,management,single,tertiary,no,154,no,yes,21,aug,301
53,blue-collar,married,secondary,no,1653,no,no,17,jun,88
34,admin.,married,secondary,no,2378,yes,yes,10,jul,92
38,management,single,tertiary,no,1515,yes,no,31,jul,42
34,admin.,married,tertiary,no,1636,yes,yes,6,sep,136
40,self-employed,married,secondary,no,1516,yes,yes,23,may,373
48,services,married,secondary,no,127,no,no,8,jul,117
30,management,single,tertiary,no,2876,no,no,6,aug,103
31,management,married,tertiary,no,1384,yes,no,30,jan,203
37,technician,single,secondary,no,228,yes,no,20,aug,1740
32,technician,single,tertiary,no,2481,no,no,18,aug,547
40,blue-collar,married,secondary,no,475,yes,no,5,may,332
41,management,divorced,tertiary,no,1401,no,no,16,jun,110
52,technician,married,unknown,no,425,yes,no,28,jan,219
29,blue-collar,single,secondary,no,244,yes,no,15,may,19
49,management,married,tertiary,yes,-6847,no,yes,21,jul,206
43,management,married,tertiary,yes,0,no,no,27,aug,25
42,management,married,tertiary,no,386,yes,no,7,may,168
37,management,married,tertiary,no,332,yes,no,14,aug,190
57,services,divorced,primary,no,1367,no,no,9,jun,144
25,admin.,single,secondary,no,120,yes,no,3,jun,542
30,technician,single,secondary,no,19,yes,no,18,aug,16
31,admin.,married,secondary,no,3,yes,no,28,jul,37
49,blue-collar,married,primary,yes,-98,yes,no,20,nov,182
47,blue-collar,married,secondary,no,303,no,no,11,jun,261
57,services,divorced,secondary,no,-752,yes,no,28,may,102
26,student,single,tertiary,no,97,no,no,27,aug,382
40,retired,married,tertiary,no,794,no,no,9,may,138
34,admin.,single,secondary,no,1880,yes,no,23,may,297
41,blue-collar,married,unknown,no,732,yes,no,16,may,25
53,management,married,tertiary,no,5261,no,yes,25,jul,1209
26,admin.,single,secondary,no,712,yes,no,6,may,232
28,student,single,secondary,no,28,no,no,29,jan,220
54,retired,married,primary,no,0,yes,no,11,jul,159
42,technician,married,secondary,no,827,no,no,25,aug,153
29,student,single,secondary,no,110,yes,no,7,may,169
49,unemployed,married,tertiary,no,377,no,no,22,may,158
32,services,married,secondary,no,-344,no,yes,4,feb,44
29,admin.,single,tertiary,no,261,no,no,17,mar,136
60,blue-collar,married,unknown,no,104,yes,no,5,may,22
51,retired,married,primary,no,610,no,no,9,jun,86
40,housemaid,divorced,secondary,no,4328,no,no,20,aug,133
44,blue-collar,married,tertiary,no,1371,no,no,13,may,788
47,blue-collar,married,primary,no,193,yes,no,29,aug,171
32,blue-collar,single,unknown,no,258,yes,no,18,may,291
43,blue-collar,married,primary,no,56,no,no,12,may,365
59,retired,married,secondary,no,136,no,no,6,aug,301
24,blue-collar,married,secondary,no,1222,yes,no,20,apr,369
26,admin.,single,tertiary,no,3672,yes,no,29,may,360
37,blue-collar,single,unknown,no,2188,no,no,16,may,193
27,management,single,secondary,no,924,yes,no,3,feb,84
32,technician,married,secondary,no,11431,no,no,12,aug,141
44,blue-collar,married,primary,no,140,yes,no,15,may,7
34,technician,divorced,secondary,no,27,yes,no,26,may,133
39,management,married,tertiary,no,-468,yes,yes,8,aug,88
30,services,single,secondary,no,438,yes,no,18,may,98
44,admin.,divorced,secondary,no,-43,yes,yes,20,apr,206
22,student,single,tertiary,no,1161,no,yes,16,jun,119
28,services,single,secondary,no,458,no,no,4,feb,112
41,blue-collar,married,primary,no,-441,yes,no,5,may,352
30,technician,married,secondary,no,2278,no,yes,19,nov,47
36,technician,single,secondary,no,0,no,no,28,aug,8
39,services,married,secondary,no,702,yes,no,8,apr,303
38,technician,single,tertiary,no,69,yes,no,13,may,253
31,services,married,secondary,no,182,no,no,20,aug,231
29,management,married,tertiary,no,318,yes,no,18,may,1434
42,blue-collar,married,primary,no,-181,yes,no,15,may,297
27,technician,single,secondary,no,261,yes,no,29,jan,236
55,services,married,secondary,no,244,yes,no,8,may,171
28,technician,married,secondary,no,880,yes,no,26,may,188
47,technician,married,secondary,no,2283,yes,no,21,nov,170
49,technician,married,secondary,no,550,yes,no,5,jun,412
38,entrepreneur,married,tertiary,no,7752,yes,no,15,jul,138
53,technician,married,secondary,no,6,yes,no,5,may,517
31,blue-collar,married,secondary,no,4471,yes,no,9,may,296
57,housemaid,married,primary,no,1969,no,no,14,aug,286
36,management,single,tertiary,no,219,no,no,3,feb,22
38,management,married,tertiary,no,76,yes,no,20,apr,167
30,admin.,single,secondary,no,60,no,no,29,jan,55
36,management,single,tertiary,no,8,no,no,29,jul,858
29,services,married,secondary,no,19,yes,no,29,jul,327
32,admin.,married,secondary,no,20011,no,no,20,apr,234
48,unemployed,married,primary,no,608,no,no,30,jul,362
53,retired,married,primary,no,1068,no,no,28,jan,200
35,technician,married,tertiary,no,-269,yes,yes,14,may,344
48,management,married,tertiary,no,494,no,no,29,aug,81
31,entrepreneur,single,secondary,no,159,yes,no,21,nov,66
30,technician,single,secondary,no,-754,yes,yes,26,may,974
28,admin.,married,secondary,no,157,yes,yes,28,jul,164
42,management,married,tertiary,no,2110,no,yes,31,jul,106
31,housemaid,married,primary,no,2603,yes,no,18,nov,224
36,management,single,secondary,no,992,no,no,6,jun,351
43,technician,single,secondary,no,593,yes,no,5,may,55
28,student,married,tertiary,no,327,yes,no,15,may,104
34,management,single,tertiary,no,6766,no,no,28,aug,210
36,technician,married,secondary,no,432,yes,yes,4,aug,94
28,admin.,single,secondary,no,25,yes,no,5,jun,109
34,blue-collar,married,primary,no,5299,yes,no,26,jun,75
53,admin.,single,secondary,no,291,no,no,23,jul,145
52,self-employed,married,secondary,no,517,no,no,26,aug,77
44,unemployed,married,primary,no,97,yes,no,5,jun,105
58,self-employed,married,tertiary,no,1636,no,no,15,apr,187
47,admin.,married,secondary,no,996,no,no,29,aug,247
40,blue-collar,single,secondary,no,0,yes,no,27,may,59
39,management,married,tertiary,no,710,yes,no,11,jul,211
33,self-employed,single,tertiary,no,1049,no,no,4,may,126
23,student,single,secondary,no,556,yes,no,15,may,170
31,services,single,secondary,no,629,yes,no,21,may,369
39,blue-collar,married,primary,no,186,yes,no,16,may,208
42,management,divorced,tertiary,no,0,no,no,19,may,131
46,admin.,married,secondary,no,1264,no,no,28,jan,100
22,student,single,secondary,no,64,no,no,4,jun,112
50,technician,married,secondary,no,2497,yes,no,21,nov,35
50,technician,single,secondary,no,-97,yes,no,8,apr,425
34,management,married,tertiary,no,161,yes,no,11,jul,378
40,admin.,married,secondary,no,732,no,no,9,sep,71
39,blue-collar,married,secondary,no,94,yes,yes,19,nov,181
51,blue-collar,married,tertiary,no,2404,yes,no,20,nov,30
45,management,married,secondary,no,21,yes,no,3,jun,788
34,technician,single,tertiary,no,2658,yes,no,31,mar,265
30,self-employed,married,secondary,no,131,yes,no,8,may,306
57,unemployed,married,primary,no,0,yes,no,20,nov,231
42,blue-collar,married,secondary,no,351,yes,no,16,may,76
51,technician,married,secondary,no,564,no,yes,8,jul,187
38,blue-collar,married,primary,no,2240,yes,no,19,nov,551
60,self-employed,married,primary,no,46,yes,no,6,may,202
38,blue-collar,married,primary,no,132,yes,no,14,may,797
37,retired,married,secondary,no,71,no,yes,8,may,254
34,management,single,tertiary,no,0,yes,yes,26,may,197
39,housemaid,married,primary,no,267,no,no,9,jun,1151
55,services,married,secondary,no,841,yes,no,15,may,140
48,blue-collar,married,primary,no,51,no,yes,9,jul,76
42,blue-collar,married,primary,no,7735,yes,no,13,apr,166
29,housemaid,married,primary,no,417,no,no,23,jul,108
33,blue-collar,single,secondary,no,-14,yes,no,14,may,223
35,blue-collar,married,primary,no,2490,yes,no,18,may,170
28,admin.,married,secondary,no,0,yes,no,7,may,47
26,blue-collar,single,secondary,no,184,no,no,3,feb,110
40,services,single,secondary,no,19343,yes,no,21,nov,13
42,admin.,married,secondary,no,947,no,no,30,jul,158
49,blue-collar,married,secondary,no,90,yes,no,7,may,127
32,admin.,single,secondary,no,10218,yes,no,19,nov,149
33,technician,married,secondary,yes,72,yes,no,6,may,623
30,technician,single,secondary,no,120,yes,no,18,may,74
20,student,single,secondary,no,130,no,no,4,may,75
51,blue-collar,married,unknown,no,41,yes,no,9,jul,16
38,blue-collar,single,primary,no,0,yes,no,7,may,350
53,technician,married,tertiary,no,673,yes,no,9,jul,182
34,blue-collar,divorced,secondary,no,-131,yes,no,7,may,132
30,blue-collar,married,primary,no,2607,yes,no,28,may,158
36,unemployed,divorced,secondary,no,5,yes,no,8,jul,305
36,management,married,tertiary,no,23,no,no,26,aug,133
39,blue-collar,married,secondary,no,180,yes,no,16,apr,237
33,technician,single,tertiary,no,68,no,no,14,aug,96
42,management,married,tertiary,no,0,no,no,13,aug,325
30,management,single,tertiary,no,565,yes,no,26,oct,104
23,technician,single,secondary,no,598,no,no,30,apr,166
37,technician,single,tertiary,no,1609,no,yes,20,jun,10
77,retired,married,tertiary,no,1047,no,no,30,jun,108
33,technician,married,tertiary,no,5641,no,no,18,aug,168
33,blue-collar,single,primary,no,557,yes,no,17,apr,91
40,blue-collar,single,secondary,no,1066,yes,no,21,may,171
58,retired,married,secondary,no,35,no,no,29,jul,336
29,management,single,tertiary,no,54,yes,yes,26,may,257
43,management,single,tertiary,no,1806,yes,no,12,aug,161
34,blue-collar,single,secondary,no,39,no,no,13,may,254
38,admin.,divorced,secondary,no,0,yes,no,21,jul,93
38,admin.,divorced,secondary,no,930,yes,no,5,may,46
40,blue-collar,married,primary,no,0,no,no,24,jul,313
59,management,married,tertiary,no,2764,no,no,18,feb,459
44,admin.,single,secondary,no,4492,no,yes,31,jul,19
60,retired,divorced,tertiary,no,2166,no,no,20,jun,8
37,management,single,tertiary,no,0,no,no,20,oct,107
